"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType"
"LocalSystem","埋め込みモード サービスでは、バックグラウンド アプリケーションに関連するシナリオを使用できます。このサービスを無効にすると、バックグラウンド アプリケーションがアクティブになりません。","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","埋め込みモード","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","エンタープライズ アプリケーション管理機能を有効にします。","False","C:\WINDOWS\system32\svchost.exe -k appmodel -p","Manual","EntAppSvc","System.ServiceProcess.ServiceController[]","False","False","False","Enterprise App Management Service","System.ServiceProcess.ServiceController[]",".","EntAppSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","Intel(r) Energy Checker SDK. ESRV Service WILLAMETTE","True","""C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\esrv_svc.exe"" ""--AUTO_START"" ""--start"" ""--address"" ""127.0.0.1"" ""--port"" ""49330"" ""--depend_on_key"" ""SYSTEM\CurrentControlSet\Services\ESRV_SVC_WILLAMETTE"" ""--depend_on_value"" ""run"" ""--time_in_ms"" ""--pause"" ""5000"" ""--library"" ""C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\intel_modeler.dll"" ""--no_pl"" ""--watchdog"" ""10"" ""--watchdog_cpu_usage_limit"" ""50"" ""--end_on_error"" ""--kernel_priority_boost"" ""--shutdown_priority_boost"" ""--device_options"" "" time=no output=w output_folder='C:\ProgramData\Intel\SUR\WILLAMETTE\IntelData' limit_output_by=time output_limit=3600000 output_buffer=1024 il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\intel_process_input.dll','process_input_options.txt' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\intel_system_power_state_input.dll' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\intel_quality_and_reliability_input.dll' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\acpi_battery_input.dll' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\sema_thermal_input.dll' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\wifi_input.dll' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\devices_use_input.dll','service=yes' il='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\intel_disktrace_input.dll','pause=60000 working_dir=C:\ProgramData\Intel\SUR\WILLAMETTE\IntelData override_existing_tracing=no limit_output_by_filesize_mb=10' os='C:\Program Files\Intel\SUR\WILLAMETTE\ESRV\os_counters.txt' "" ","AutomaticDelayedStart","ESRV_SVC_WILLAMETTE","System.ServiceProcess.ServiceController[]","False","True","True","Energy Server Service WILLAMETTE","System.ServiceProcess.ServiceController[]",".","ESRV_SVC_WILLAMETTE","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"NT AUTHORITY\LocalService","このサービスでは、イベントとイベント ログを管理します。イベントのログ、イベントの照会、イベントの受信登録、イベント ログのアーカイブ、およびイベント メタデータの管理をサポートしています。イベントは XML 形式およびテキスト形式で表示できます。このサービスを停止すると、システムのセキュリティと信頼性に危害が加えられる可能性があります。","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","サポート システム イベント通知サービス (SENS) は、イベント通知先として登録された COM コンポーネントにイベントを自動的に通知します。サービスが停止すると、SENS は終了し、ログオンやログオフを通知できなくなります。このサービスが無効な場合、このサービスに依存するサービスは開始できません。","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem",,"False","""C:\Program Files\Everything\Everything.exe"" -svc","Automatic","Everything","System.ServiceProcess.ServiceController[]","False","True","True","Everything","System.ServiceProcess.ServiceController[]",".","Everything","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"LocalSystem","Manages the event trace messages for all the IntelR PROSet/Wireless Software components.","False","""C:\Program Files\Intel\WiFi\bin\EvtEng.exe""","Automatic","EvtEng","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) PROSet/Wireless Event Log","System.ServiceProcess.ServiceController[]",".","EvtEng","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"NT AUTHORITY\NetworkService","このコンピューターまたはネットワーク上にある FAX リソースを利用して、FAX を送信したり受信したりできます。","False","C:\WINDOWS\system32\fxssvc.exe","Manual","Fax","System.ServiceProcess.ServiceController[]","False","False","False","Fax","System.ServiceProcess.ServiceController[]",".","Fax","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"NT AUTHORITY\LocalService","FDPHOST サービスは、機能探索 (FD) ネットワーク探索プロバイダーをホストします。これらの FD プロバイダーは、SSDP (Simple Services Discovery Protocol) および WS-D (Web Services – Discovery) プロトコルにネットワーク探索サービスを提供します。FDPHOST サービスを停止または無効にすると、FD を使用する場合にこれらのプロトコルでネットワーク探索が機能しなくなります。このサービスを利用できない場合、FD を使用し、SSDP および WS-D の探索プロトコルに依存するネットワーク サービスは、ネットワーク デバイスやリソースを発見できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","fdPHost","System.ServiceProcess.ServiceController[]","False","False","True","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","このコンピューターおよびこのコンピューターに接続されているリソースを公開して、ネットワーク上で検出できるようにします。このサービスを停止するとネットワーク リソースは公開されなくなり、ネットワーク上の他のコンピューターがこれらのリソースを検出されなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","FDResPub","System.ServiceProcess.ServiceController[]","False","True","True","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ユーザー ファイルをバックアップ場所にコピーして不慮の損失から保護します","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","fhsvc","System.ServiceProcess.ServiceController[]","False","False","False","File History Service","System.ServiceProcess.ServiceController[]",".","fhsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","共通で使用されるフォント データをキャッシュすることによって、アプリケーションのパフォーマンスを最適化します。このサービスがまだ実行されていない場合は、アプリケーションによって起動されます。このサービスは無効にできますが、無効にすると、アプリケーションのパフォーマンスが低下します。","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT Authority\LocalService","頻繁に使用するフォント データをキャッシュして、Windows Presentation Foundation (WPF) アプリケーションを最適化します。WPF アプリケーションは、このサービスを実行中でない場合にサービスを開始します。このサービスを無効にすることもできますが、その場合WPF アプリケーションのパフォーマンスが低下します。","False","C:\WINDOWS\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","Manual","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","False","False","False","Windows Presentation Foundation Font Cache 3.0.0.0","System.ServiceProcess.ServiceController[]",".","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"NT AUTHORITY\LocalService","複数のクライアントがカメラ デバイスからビデオ フレームにアクセスできるようにします。","False","C:\WINDOWS\System32\svchost.exe -k Camera","Manual","FrameServer","System.ServiceProcess.ServiceController[]","False","False","False","Windows カメラ フレーム サーバー","System.ServiceProcess.ServiceController[]",".","FrameServer","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","NVIDIA GeForce Experience Service","False","""C:\Program Files\NVIDIA Corporation\GeForce Experience Service\GfExperienceService.exe""","Automatic","GfExperienceService","System.ServiceProcess.ServiceController[]","False","False","True","NVIDIA GeForce Experience Service","System.ServiceProcess.ServiceController[]",".","GfExperienceService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"LocalSystem","管理者が構成したコンピューターやユーザーの設定をグループ ポリシーのコンポーネントにより適用します。サービスが無効な場合、設定は適用されず、アプリケーションとコンポーネントはグループ ポリシーによって管理されません。サービスが無効な場合、グループ ポリシーのコンポーネントに依存しているコンポーネントやアプリケーションはいずれも正しく機能しない可能性があります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","gpsvc","System.ServiceProcess.ServiceController[]","False","False","False","Group Policy Client","System.ServiceProcess.ServiceController[]",".","gpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Graphics performance monitor service","False","C:\WINDOWS\System32\svchost.exe -k GraphicsPerfSvcGroup","Manual","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","False","False","False","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",".","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","Google ソフトウェアを常に最新の状態に維持します。このサービスを無効にするか停止すると、Google ソフトウェアは最新の状態に維持されなくなります。その場合、セキュリティの脆弱性が見つかっても修正できなかったり、機能が動作しなかったりする可能性があります。このサービスを使用する Google ソフトウェアがなくなると、サービスは自動的にアンインストールされます。","True","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /svc","AutomaticDelayedStart","gupdate","System.ServiceProcess.ServiceController[]","False","False","False","Google Update サービス (gupdate)","System.ServiceProcess.ServiceController[]",".","gupdate","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess"
"LocalSystem","Google ソフトウェアを常に最新の状態に維持します。このサービスを無効にするか停止すると、Google ソフトウェアは最新の状態に維持されなくなります。その場合、セキュリティの脆弱性が見つかっても修正できなかったり、機能が動作しなかったりする可能性があります。このサービスを使用する Google ソフトウェアがなくなると、サービスは自動的にアンインストールされます。","True","""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /medsvc","Manual","gupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Google Update サービス (gupdatem)","System.ServiceProcess.ServiceController[]",".","gupdatem","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","ホスト ガーディアン アーティファクトの抽象化を提供します。","False","C:\WINDOWS\System32\svchost.exe -k HgServices","Manual","HgClientService","System.ServiceProcess.ServiceController[]","False","False","False","ホスト ガーディアン クライアント サービス","System.ServiceProcess.ServiceController[]",".","HgClientService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","キーボード、リモコン、およびその他のマルチメディア デバイスに搭載されているホット ボタンの使用を有効にして維持します。このサービスは実行しておくことをお勧めします。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","hidserv","System.ServiceProcess.ServiceController[]","False","True","True","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Windows 仮想ネットワークをサポートします。","False","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p","Manual","hns","System.ServiceProcess.ServiceController[]","False","False","True","ホスト ネットワーク サービス","System.ServiceProcess.ServiceController[]",".","hns","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","ホームグループの構成とメンテナンスに関連するネットワーク タスクを実行します。このサービスが停止するか無効になっていると、このコンピューターでは他のホームグループを検出できず、このホームグループも正しく機能しないことがあります。このサービスは実行しておくことをお勧めします。","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","HomeGroupProvider","System.ServiceProcess.ServiceController[]","False","True","True","HomeGroup Provider","System.ServiceProcess.ServiceController[]",".","HomeGroupProvider","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ホスト オペレーティング システムにパーティションごとのパフォーマンス カウンターを提供するための Hyper-V ハイパーバイザーのインターフェイスを提供します。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","HvHost","System.ServiceProcess.ServiceController[]","False","True","True","HV ホスト サービス","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Intel(R) Wireless Bluetooth(R) iBtSiva Service","False","C:\WINDOWS\system32\ibtsiva","Automatic","ibtsiva","System.ServiceProcess.ServiceController[]","False","True","True","Intel Bluetooth Service","System.ServiceProcess.ServiceController[]",".","ibtsiva","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"NT Authority\LocalService","携帯データ接続を別のデバイスと共有する機能を提供します。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","icssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows モバイル ホットスポット サービス","System.ServiceProcess.ServiceController[]",".","icssvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","IKEEXT サービスは、インターネット キー交換 (IKE) および認証済みインターネット プロトコル (AuthIP) のキー モジュールをホストします。これらのキー モジュールは、IP セキュリティ (IPsec) で認証とキー交換のために使用されます。IKEEXT サービスを停止または無効にすると、ピア コンピューターとの IKE および AuthIP キー交換を実行できなくなります。一般に IPsec は IKE または AuthIP を使用するように構成されているため、IKEEXT サービスを停止または無効にすると、IPsec が正常に機能しなくなり、システムのセキュリティが損なわれます。IKEEXT サービスを実行することを強くお勧めします。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","IKEEXT","System.ServiceProcess.ServiceController[]","False","True","True","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Windows ストアのインフラストラクチャ サポートを提供します。このサービスはオンデマンドで開始されます。無効にすると、インストールは正しく動作しなくなります。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","InstallService","System.ServiceProcess.ServiceController[]","False","False","False","Windows ストア インストール サービス","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","接続プラットフォームを使用した IPv6 移行テクノロジ (6to4、ISATAP、ポート プロキシおよび Teredo)、および IP-HTTPS を提供します。このサービスが停止すると、コンピューターではこれらのテクノロジが提供する強化された接続の利点が得られなくなります。","False","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","Automatic","iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","iPod ハードウェア管理サービス","False","""C:\Program Files\iPod\bin\iPodService.exe""","Manual","iPod Service","System.ServiceProcess.ServiceController[]","False","False","True","iPod サービス","System.ServiceProcess.ServiceController[]",".","iPod Service","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess"
"LocalSystem","Enables communication between the Windows SDK and a Windows Device. If the service is stopped, application deployment and debugging will fail on device.","False","""C:\Program Files (x86)\Common Files\Microsoft Shared\Phone Tools\CoreCon\11.0\bin\IpOverUsbSvc.exe""","Automatic","IpOverUsbSvc","System.ServiceProcess.ServiceController[]","False","True","True","Windows Phone IP over USB Transport (IpOverUsbSvc)","System.ServiceProcess.ServiceController[]",".","IpOverUsbSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"LocalSystem","v4 と v6 の間の変換を構成して有効にします","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","False","False","False","IP 変換構成サービス","System.ServiceProcess.ServiceController[]",".","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","範囲内にある他の赤外線デバイスを検出し、ファイル転送アプリケーションを起動します。サービスを停止すると、ファイル転送が作動しなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","irmon","System.ServiceProcess.ServiceController[]","False","False","False","Infrared monitor service","System.ServiceProcess.ServiceController[]",".","irmon","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","CNG キー分離サービスは、LSA プロセスでホストされています。このサービスは、Common Criteria による要求に従って秘密キーおよび関連の暗号化操作に対してキー プロセス分離を提供します。このサービスは、寿命の長いキーを Common Criteria の要件に準拠した安全なプロセスに格納して使用します。","False","C:\WINDOWS\system32\lsass.exe","Manual","KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess"
"NT AUTHORITY\NetworkService","分散トランザクション コーディネーター (MSDTC) とカーネル トランザクション マネージャー (KTM) 間のトランザクションを調整します。不要の場合は、このサービスを停止したままの状態にしておくことをお勧めします。必要な場合は、MSDTC と KTM の両方で、このサービスは自動的に開始されます。このサービスが無効になっている場合、カーネル リソース マネージャーと対話している MSDTC トランザクションは失敗し、このトランザクションに明示的に依存しているすべてのサービスが開始できません。","False","C:\WINDOWS\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","Manual","KtmRm","System.ServiceProcess.ServiceController[]","False","False","False","KtmRm for Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","KtmRm","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","このコンピューターでネットワークをとおしてのファイル、印刷、および名前付パイプ共有をサポートします。このサービスが停止した場合、これらの機能は利用できなくなります。このサービスが使用不可にされた場合、このサービスに明示的に依存するサービスはすべて起動できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\NetworkService","SMB プロトコルを使ってリモート サーバーへのクライアント ネットワーク接続を作成し、維持します。このサービスが停止している場合は、これらの接続は利用できなくなります。このサービスが無効になっている場合は、このサービスに明示的に依存するサービスは何も開始できなくなります。","False","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Automatic","LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","このサービスは、システムの現在の位置を監視し、ジオフェンス (イベントが関連付けられた地理的位置) を管理します。このサービスを無効にすると、アプリケーションでジオフェンスの通知を利用したり受信したりすることができなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT Authority\LocalService","Windows ストアのインフラストラクチャ サポートを提供します。このサービスはオンデマンドで開始されます。無効にすると、Windows ストアを通じて取得されるコンテンツは正しく動作しなくなります。","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows ライセンス マネージャー サービス","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","PC とデバイスの図 (接続) 情報、および各 PC とデバイスを記述するメタデータから成るネットワーク マップを作成します。サービスを無効にすると、ネットワーク マップは正しく作動しません。","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","lltdsvc","System.ServiceProcess.ServiceController[]","False","False","False","Link-Layer Topology Discovery Mapper","System.ServiceProcess.ServiceController[]",".","lltdsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","ネットワーク上のクライアントに対して、NetBIOS over TCP/IP (NetBT) サービスと NetBIOS 名前解決のサポートを提供することで、ユーザーがファイル共有、印刷、およびネットワークへのログオンをできるようにします。このサービスが停止された場合は、これらの機能を使用できなくなる可能性があります。このサービスが無効になっている場合は、このサービスに明示的に依存しているすべてのサービスは開始できなくなります。","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ローカル ユーザー セッションを管理するコア Windows サービスです。このサービスを停止したり無効にしたりすると、システムが不安定になります。","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","LXSS マネージャー サービスはネイティブ ELF バイナリの実行をサポートします。このサービスは、ELF バイナリを Windows で実行するために必要なインフラストラクチャを提供します。このサービスを停止または無効にすると、これらのバイナリは実行できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","LxssManager","System.ServiceProcess.ServiceController[]","False","False","False","LXSSMANAGER","System.ServiceProcess.ServiceController[]",".","LxssManager","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\NetworkService","ダウンロード済みの地図へのアプリケーション アクセスを提供する Windows サービスです。このサービスは、ダウンロード済みの地図にアクセスするアプリケーションによってオンデマンドで開始されます。このサービスを無効にすると、アプリケーションから地図にアクセスできなくなります。","True","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","MapsBroker","System.ServiceProcess.ServiceController[]","False","False","False","Downloaded Maps Manager","System.ServiceProcess.ServiceController[]",".","MapsBroker","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess"
"","テキスト メッセージと関連する機能をサポートしているサービスです。","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","MessagingService_4791e","System.ServiceProcess.ServiceController[]","False","False","False","MessagingService_4791e","System.ServiceProcess.ServiceController[]",".","MessagingService_4791e","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","224"
"LocalSystem","Mozilla メンテナンスサービスは、Mozilla Firefox をもっともセキュアな最新バージョンに保ちます。Firefox を最新バージョンに保つことは、オンラインでのセキュリティにとても重要であり、このサービスは常に有効にしておくことを Mozilla は強くお勧めします。","False","""C:\Program Files (x86)\Mozilla Maintenance Service\maintenanceservice.exe""","Manual","MozillaMaintenance","System.ServiceProcess.ServiceController[]","False","False","False","Mozilla Maintenance Service","System.ServiceProcess.ServiceController[]",".","MozillaMaintenance","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"NT Authority\LocalService","Windows Defender ファイアウォールは、承認されていないユーザーによるインターネットまたはネットワーク経由のアクセスを阻止することにより、コンピューターの保護に役立ちます。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","Automatic","MpsSvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Firewall",,".","MpsSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"NT AUTHORITY\NetworkService","データベース、メッセージ キュー、またはファイル システムなど、複数のリソース マネージャーに分散されたトランザクションを調整します。このサービスが停止すると、これらのトランザクションは開始できません。このサービスが無効な場合は、このサービスに依存するサービスは開始できません。","True","C:\WINDOWS\System32\msdtc.exe","Manual","MSDTC","System.ServiceProcess.ServiceController[]","False","False","False","Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","MSDTC","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","このコンピューターからリモート iSCSI ターゲット デバイスへのインターネット SCSI (iSCSI) セッションを管理します。このサービスが中止された場合、このコンピューターは ISCSI ターゲットにログインまたはアクセスできなくなります。このサービスが無効にされている場合、明示的にそれに依存しているすべてのサービスの開始が失敗します。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","MSiSCSI","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft iSCSI Initiator Service","System.ServiceProcess.ServiceController[]",".","MSiSCSI","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","Windows インストーラー (*.msi、*.msp) パッケージとして提供されたアプリケーションを追加、修正、および削除します。このサービスが使用不可になっている場合、このサービスに明示的に依存しているサービスの開始は失敗します。","False","C:\WINDOWS\system32\msiexec.exe /V","Manual","msiserver","System.ServiceProcess.ServiceController[]","False","False","False","Windows Installer","System.ServiceProcess.ServiceController[]",".","msiserver","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem",,"False","""C:\Program Files\Intel\WiFi\bin\PanDhcpDns.exe""","Manual","MyWiFiDHCPDNS","System.ServiceProcess.ServiceController[]","False","False","False","Wireless PAN DHCP Server","System.ServiceProcess.ServiceController[]",".","MyWiFiDHCPDNS","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","時間、ネットワーク、地理位置情報、Bluetooth、cdf 要素を基にシグナルを評価するシグナル アグリゲーター サービス。サポートされる機能は、デバイスのロック解除、動的ロック、動的 MDM ポリシーです。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","NaturalAuthentication","System.ServiceProcess.ServiceController[]","False","False","False","自然認証","System.ServiceProcess.ServiceController[]",".","NaturalAuthentication","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","UI コンポーネントに DirectAccess の状態通知を提供します","False","C:\WINDOWS\System32\svchost.exe -k NetSvcs -p","Manual","NcaSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Connectivity Assistant","System.ServiceProcess.ServiceController[]",".","NcaSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
